responder_id,latitude,longitude,local_timestamp,timezone_status,source_row
345,34.6985463,32.529319,2022-05-22T06:41:33.492000,NOT_SPECIFIED_IN_WORKBOOK,229
345,34.6985481,32.5293223,2022-05-22T06:41:38.455000,NOT_SPECIFIED_IN_WORKBOOK,230
345,34.6985477,32.5293229,2022-05-22T06:41:42.484000,NOT_SPECIFIED_IN_WORKBOOK,231
345,34.6985408,32.5293287,2022-05-22T06:41:46.488000,NOT_SPECIFIED_IN_WORKBOOK,232
345,34.6985376,32.5293672,2022-05-22T06:41:50.490000,NOT_SPECIFIED_IN_WORKBOOK,233
345,34.6985259,32.5293811,2022-05-22T06:41:55.437000,NOT_SPECIFIED_IN_WORKBOOK,234
345,34.6985173,32.5293798,2022-05-22T06:41:59.463000,NOT_SPECIFIED_IN_WORKBOOK,235
345,34.6984898,32.5294295,2022-05-22T06:42:04.456000,NOT_SPECIFIED_IN_WORKBOOK,236
345,34.6984598,32.5294836,2022-05-22T06:42:09.409000,NOT_SPECIFIED_IN_WORKBOOK,237
345,34.6984276,32.5295172,2022-05-22T06:42:13.395000,NOT_SPECIFIED_IN_WORKBOOK,238
345,34.6983888,32.5295569,2022-05-22T06:42:17.454000,NOT_SPECIFIED_IN_WORKBOOK,239
345,34.6983701,32.5296052,2022-05-22T06:42:21.490000,NOT_SPECIFIED_IN_WORKBOOK,240
345,34.6983421,32.5296759,2022-05-22T06:42:26.509000,NOT_SPECIFIED_IN_WORKBOOK,241
345,34.6983153,32.529713,2022-05-22T06:42:30.482000,NOT_SPECIFIED_IN_WORKBOOK,242
345,34.6982741,32.5297641,2022-05-22T06:42:35.444000,NOT_SPECIFIED_IN_WORKBOOK,243
345,34.6982493,32.5297982,2022-05-22T06:42:39.462000,NOT_SPECIFIED_IN_WORKBOOK,244
345,34.6982199,32.5298464,2022-05-22T06:42:43.452000,NOT_SPECIFIED_IN_WORKBOOK,245
345,34.6981841,32.5298973,2022-05-22T06:42:47.498000,NOT_SPECIFIED_IN_WORKBOOK,246
345,34.698173,32.5299596,2022-05-22T06:42:52.483000,NOT_SPECIFIED_IN_WORKBOOK,247
345,34.6981532,32.5300305,2022-05-22T06:42:56.455000,NOT_SPECIFIED_IN_WORKBOOK,248
345,34.6981219,32.5300788,2022-05-22T06:43:01.466000,NOT_SPECIFIED_IN_WORKBOOK,249
345,34.6980966,32.530118,2022-05-22T06:43:05.457000,NOT_SPECIFIED_IN_WORKBOOK,250
345,34.6980666,32.5301768,2022-05-22T06:43:10.502000,NOT_SPECIFIED_IN_WORKBOOK,251
345,34.6980527,32.5302166,2022-05-22T06:43:14.497000,NOT_SPECIFIED_IN_WORKBOOK,252
345,34.6980257,32.5302672,2022-05-22T06:43:19.479000,NOT_SPECIFIED_IN_WORKBOOK,253
345,34.6980146,32.5303104,2022-05-22T06:43:23.473000,NOT_SPECIFIED_IN_WORKBOOK,254
