track_id,search_type,team_id,source_row,delta_seconds,distance_m,speed_mps,grade,quality_flag
hasty_T01_S01,hasty,1,209,21.0,7.763934953007513,0.369711188238453,0.0,CANDIDATE
hasty_T01_S01,hasty,1,210,19.0,1.6794275907880283,0.08839092583094886,-0.5954409737491425,CANDIDATE
hasty_T01_S01,hasty,1,211,21.0,14.611701220168065,0.6957952961984792,0.0,CANDIDATE
hasty_T01_S01,hasty,1,212,19.0,11.332877181108348,0.5964672200583341,0.0,CANDIDATE
hasty_T01_S01,hasty,1,213,24.0,11.825926221376378,0.4927469258906824,0.0,CANDIDATE
hasty_T01_S01,hasty,1,214,20.0,9.537517071077458,0.4768758535538729,0.0,CANDIDATE
hasty_T01_S01,hasty,1,215,17.0,12.195115067039227,0.7173597098258369,0.0,CANDIDATE
hasty_T01_S01,hasty,1,216,14.0,8.631309428028207,0.6165221020020147,-0.11585727615704847,CANDIDATE
hasty_T01_S01,hasty,1,217,21.0,10.504095777462675,0.5001950370220322,0.0,CANDIDATE
hasty_T01_S01,hasty,1,218,23.0,16.983218854163972,0.7384008197462597,0.0,CANDIDATE
hasty_T01_S01,hasty,1,219,23.0,8.573567557027431,0.3727638068272796,0.0,CANDIDATE
hasty_T01_S01,hasty,1,220,22.0,13.360428243097449,0.6072921928680658,0.0,CANDIDATE
hasty_T01_S01,hasty,1,221,28.0,21.509985119666084,0.7682137542737887,0.0,CANDIDATE
hasty_T01_S01,hasty,1,222,23.0,9.137950637574002,0.39730220163365226,0.0,CANDIDATE
hasty_T01_S01,hasty,1,223,25.0,20.80720031848779,0.8322880127395116,0.0,CANDIDATE
hasty_T01_S01,hasty,1,224,27.0,17.950506698583528,0.6648335814290195,0.0,CANDIDATE
hasty_T01_S01,hasty,1,225,25.0,8.5321503411409,0.341286013645636,0.0,CANDIDATE
hasty_T01_S01,hasty,1,226,21.0,13.703808339889335,0.6525623018994922,0.0,CANDIDATE
hasty_T01_S01,hasty,1,227,16.0,7.5088364926968385,0.4693022807935524,0.0,CANDIDATE
hasty_T01_S01,hasty,1,228,20.0,10.181369293853287,0.5090684646926643,0.0,CANDIDATE
hasty_T01_S01,hasty,1,229,22.0,3.552966378388311,0.16149847174492324,0.0,CANDIDATE
hasty_T01_S01,hasty,1,230,21.0,5.0141219694382695,0.23876771283039377,0.0,CANDIDATE
hasty_T01_S01,hasty,1,231,21.0,10.13465526863439,0.48260263183973284,0.0,CANDIDATE
hasty_T01_S01,hasty,1,232,18.0,13.841464678027382,0.7689702598904101,0.0,CANDIDATE
hasty_T01_S01,hasty,1,233,19.0,12.10267301965161,0.6369827905079795,0.0,CANDIDATE
hasty_T01_S01,hasty,1,234,21.0,3.5713925898498373,0.1700663138023732,0.0,CANDIDATE
hasty_T01_S01,hasty,1,235,25.0,4.53007262589966,0.18120290503598638,0.0,CANDIDATE
hasty_T01_S01,hasty,1,236,22.0,12.831348922026555,0.5832431328193889,0.0,CANDIDATE
hasty_T01_S01,hasty,1,237,15.0,6.726575993637629,0.4484383995758419,0.0,CANDIDATE
hasty_T01_S01,hasty,1,238,18.0,3.6607604576454995,0.20337558098030553,0.0,CANDIDATE
hasty_T01_S01,hasty,1,239,19.0,8.38914764139121,0.44153408638901104,0.0,CANDIDATE
hasty_T01_S01,hasty,1,240,18.0,6.184336952392541,0.34357427513291894,0.0,CANDIDATE
hasty_T01_S01,hasty,1,241,16.0,6.498805390964193,0.4061753369352621,0.0,CANDIDATE
hasty_T01_S01,hasty,1,242,20.0,6.625962352940413,0.33129811764702066,0.0,CANDIDATE
hasty_T01_S01,hasty,1,243,15.0,4.197025419058775,0.27980169460391835,0.0,CANDIDATE
hasty_T01_S01,hasty,1,244,13.0,2.692937148071307,0.20714901139010053,0.0,CANDIDATE
hasty_T01_S01,hasty,1,245,10.0,6.5590734780330315,0.6559073478033032,0.0,CANDIDATE
hasty_T01_S01,hasty,1,246,21.0,3.753239294452498,0.1787256806882142,0.0,CANDIDATE
hasty_T01_S01,hasty,1,247,1.0,1.4548531575839592,1.4548531575839592,0.0,CANDIDATE
hasty_T01_S01,hasty,1,248,7.0,9.206130170483497,1.315161452926214,0.0,CANDIDATE
hasty_T01_S01,hasty,1,249,2.0,2.563231763496925,1.2816158817484624,0.0,CANDIDATE
hasty_T01_S01,hasty,1,250,10.0,11.96472071884294,1.196472071884294,0.0,CANDIDATE
hasty_T01_S01,hasty,1,251,3.0,3.223788105204397,1.0745960350681323,0.0,CANDIDATE
hasty_T01_S01,hasty,1,252,2.0,2.962055330264778,1.481027665132389,0.0,CANDIDATE
hasty_T01_S01,hasty,1,253,2.0,2.2516563122429942,1.1258281561214971,0.444117512323116,CANDIDATE
hasty_T01_S01,hasty,1,254,14.0,10.085488109319057,0.7203920078085041,0.0,CANDIDATE
hasty_T01_S01,hasty,1,255,3.0,3.0405568178243616,1.0135189392747872,0.32888712821868576,CANDIDATE
hasty_T01_S01,hasty,1,256,16.0,10.683336610970244,0.6677085381856402,0.09360371543223157,CANDIDATE
hasty_T01_S01,hasty,1,257,16.0,0.926331055704526,0.057895690981532875,0.0,CANDIDATE
hasty_T01_S01,hasty,1,258,16.0,0.9374160711181914,0.05858850444488696,0.0,CANDIDATE
hasty_T01_S01,hasty,1,259,20.0,5.331788604419031,0.26658943022095155,0.0,CANDIDATE
hasty_T01_S01,hasty,1,260,17.0,4.0124530586808635,0.23602665051063904,0.0,CANDIDATE
hasty_T01_S01,hasty,1,261,6.0,2.276496718521598,0.3794161197535997,0.0,CANDIDATE
hasty_T01_S01,hasty,1,262,6.0,6.348398578686341,1.058066429781057,0.0,CANDIDATE
hasty_T01_S01,hasty,1,263,5.0,7.021719680066479,1.4043439360132957,0.0,CANDIDATE
